page371	22	0.00380979
page455	222	0.00348431
page148	219	0.00346398
page125	87	0.00285934
page432	186	0.002783
page359	99	0.00273157
page205	44	0.00268603
page423	122	0.00261242
page354	118	0.00259962
page34	58	0.00254964
page121	175	0.0025268
page140	169	0.00251556
page451	118	0.00250919
page361	16	0.00250528
page191	196	0.00249064
page484	71	0.00248876
page226	25	0.00247229
page176	40	0.00244879
page190	7	0.00244101
page206	33	0.00243971
page22	113	0.00243717
page316	192	0.0024318
page442	214	0.00241981
page142	153	0.00240692
page392	38	0.00239875
page298	45	0.00239522
page97	63	0.00239294
page267	214	0.00238602
page352	143	0.00237203
page418	198	0.00236565
page105	27	0.00235553
page272	228	0.00234088
page404	135	0.00234064
page120	63	0.00231573
page89	153	0.00230743
page151	118	0.0023031
page77	91	0.00230286
page195	195	0.00229902
page7	8	0.00229871
page383	57	0.00229487
page403	231	0.00229244
page390	42	0.00229207
page251	148	0.00228848
page247	211	0.0022846
page493	218	0.00228435
page207	103	0.00228435
page497	147	0.00227462
page197	8	0.00227341
page28	27	0.00225689
page303	112	0.00225618
page405	139	0.0022534
page215	190	0.00225336
page315	67	0.00225288
page185	228	0.0022472
page360	144	0.00224627
page312	148	0.00224338
page179	73	0.00223441
page66	85	0.0022331
page279	166	0.00223055
page11	0	0.00223052
page110	70	0.00223026
page292	171	0.00222367
page0	155	0.00222263
page286	54	0.00222183
page238	64	0.00222086
page462	193	0.0022197
page331	181	0.00221741
page327	213	0.00221674
page143	211	0.00221661
page234	200	0.00220894
page499	209	0.00220833
page80	166	0.00220527
page368	191	0.00220364
page444	122	0.00220183
page362	133	0.00219709
page470	155	0.00219595
page436	128	0.00219587
page393	100	0.00219185
page149	160	0.00219022
page494	84	0.00218746
page232	118	0.00218718
page409	134	0.00218305
page486	152	0.00218243
page183	129	0.00217872
page453	64	0.00217836
page237	75	0.00217676
page439	208	0.00217562
page114	215	0.00217454
page72	58	0.00217255
page263	30	0.00217168
page344	66	0.00217109
page87	119	0.00216677
page450	145	0.00216005
page495	199	0.00215721
page460	47	0.00215391
page428	94	0.00214764
page387	56	0.00214629
page419	84	0.00214487
page309	77	0.0021437
page269	83	0.0021327
page468	76	0.00212688
page469	195	0.00212638
page124	166	0.00212361
page167	210	0.00212264
page236	172	0.00212183
page244	212	0.00211816
page302	135	0.00211783
page135	174	0.00211774
page498	129	0.00211687
page220	148	0.00211593
page412	170	0.00211577
page260	153	0.00211506
page67	101	0.0021136
page424	116	0.00211346
page376	100	0.00211317
page23	135	0.00211117
page32	171	0.00210754
page398	62	0.00210515
page347	190	0.0021043
page75	166	0.0021012
page155	201	0.00210053
page212	138	0.00209735
page187	40	0.0020972
page355	106	0.00209708
page112	117	0.00209613
page349	173	0.00209347
page160	140	0.00209212
page214	84	0.00208886
page416	147	0.00208863
page472	92	0.00208847
page126	31	0.00208581
page252	103	0.00208487
page21	50	0.00208402
page283	1	0.00208401
page27	147	0.0020839
page427	44	0.00208285
page288	213	0.00208252
page356	20	0.00208181
page174	44	0.00208111
page231	149	0.00208091
page478	191	0.00207883
page156	10	0.00207874
page96	47	0.00207836
page366	172	0.00207707
page320	54	0.00207416
page57	145	0.00207408
page443	73	0.00207365
page137	8	0.00207354
page492	61	0.00207288
page284	166	0.00206998
page438	157	0.00206862
page408	28	0.00206644
page86	199	0.00206614
page225	105	0.00206264
page107	220	0.00206205
page38	20	0.00206037
page350	77	0.00206026
page386	29	0.00205638
page265	77	0.00205636
page264	96	0.00205567
page164	219	0.00205474
page200	148	0.00205381
page456	7	0.00205233
page196	5	0.00204954
page270	80	0.00204946
page184	104	0.0020468
page358	24	0.00204661
page314	131	0.00204632
page290	160	0.00204344
page192	172	0.00204119
page329	136	0.00203985
page93	184	0.0020394
page88	164	0.00203803
page430	212	0.0020374
page136	101	0.00203578
page141	7	0.00203334
page3	49	0.00203029
page230	144	0.00202982
page64	8	0.00202808
page91	205	0.00202778
page285	192	0.00202516
page411	72	0.00202423
page182	160	0.00202365
page9	145	0.00202347
page271	25	0.00202306
page204	92	0.00202142
page489	206	0.00201889
page308	111	0.00201802
page348	185	0.00201788
page30	30	0.0020173
page255	91	0.00201439
page445	190	0.00201309
page133	163	0.00201163
page101	184	0.00201008
page388	90	0.00200916
page301	118	0.00200914
page257	110	0.00200828
page43	13	0.00200589
page41	219	0.00200412
page488	114	0.00200401
page417	19	0.00200312
page295	23	0.00200157
page339	164	0.00199798
page48	213	0.00199535
page111	174	0.00199474
page363	134	0.00199389
page69	213	0.00199342
page219	69	0.00199301
page384	78	0.00199005
page146	18	0.00199001
page407	123	0.0019893
page464	159	0.00198808
page222	143	0.0019877
page198	156	0.00198564
page63	202	0.00198388
page429	85	0.00198251
page274	42	0.00198107
page235	38	0.00198096
page395	134	0.00197922
page446	126	0.0019782
page202	186	0.00197758
page12	117	0.00197677
page15	87	0.00197461
page180	46	0.00197332
page369	81	0.0019733
page99	69	0.00197272
page109	93	0.00197177
page437	168	0.00197143
page208	131	0.00197116
page26	55	0.00197004
page233	52	0.00196916
page410	78	0.00196832
page172	212	0.00196804
page6	166	0.00196638
page159	129	0.00196559
page42	203	0.00196529
page147	146	0.00196443
page153	123	0.00196206
page400	91	0.0019613
page475	231	0.00196117
page36	171	0.00196088
page163	68	0.00196021
page85	163	0.00195991
page277	88	0.00195953
page24	26	0.0019572
page102	176	0.00195578
page433	177	0.0019556
page55	169	0.00195535
page367	156	0.00195527
page53	95	0.00195413
page310	46	0.00195288
page240	27	0.00195205
page168	140	0.00195062
page118	45	0.00194892
page210	95	0.00194805
page10	24	0.00194645
page203	76	0.00194583
page313	127	0.00194549
page157	174	0.0019454
page461	193	0.00194488
page256	44	0.00194465
page496	209	0.00194317
page199	45	0.00194291
page374	12	0.0019395
page490	108	0.00193939
page243	111	0.00193868
page169	175	0.00193846
page304	116	0.0019382
page420	206	0.00193756
page382	182	0.00193733
page458	196	0.00193687
page452	50	0.00193559
page122	106	0.00193544
page341	7	0.00193463
page396	101	0.00193439
page218	188	0.00193432
page332	86	0.00193274
page37	7	0.00193181
page49	123	0.00193005
page25	66	0.00192912
page76	181	0.00192771
page189	147	0.00192721
page33	49	0.00192681
page175	101	0.00192616
page173	180	0.00192487
page440	58	0.00192483
page328	150	0.00192468
page346	188	0.00192217
page181	131	0.00192198
page474	99	0.00191738
page82	154	0.0019171
page128	29	0.00191671
page377	62	0.00191663
page56	137	0.00191624
page294	154	0.0019143
page334	209	0.00191253
page476	79	0.00191152
page364	214	0.00191134
page357	180	0.00191004
page116	168	0.00190644
page8	107	0.00190543
page79	48	0.00190498
page58	182	0.00190452
page353	184	0.00190098
page2	183	0.00190096
page216	98	0.0018996
page259	192	0.00189908
page266	178	0.00189845
page397	90	0.00189774
page242	139	0.00189719
page280	173	0.00189696
page473	1	0.00189595
page150	84	0.00189518
page123	136	0.00189428
page422	27	0.00189322
page177	211	0.00189103
page399	26	0.00189023
page248	218	0.00188868
page487	100	0.00188395
page389	80	0.00188343
page261	188	0.00188276
page281	81	0.00188067
page365	215	0.00188019
page106	134	0.00187882
page380	230	0.00187838
page162	136	0.00187637
page336	133	0.00187301
page306	130	0.00187265
page273	194	0.00187213
page471	136	0.00187198
page414	175	0.00186959
page297	120	0.00186775
page394	157	0.00186548
page401	220	0.00186506
page379	152	0.00186349
page391	87	0.00186179
page154	18	0.00186096
page5	171	0.00185996
page278	105	0.00185944
page1	99	0.00185922
page134	134	0.00185902
page130	189	0.00185837
page296	159	0.00185829
page152	169	0.00185761
page194	62	0.00185719
page178	34	0.00185552
page127	9	0.00185193
page275	75	0.00185043
page129	110	0.0018487
page465	151	0.00184825
page406	172	0.00184819
page250	42	0.00184681
page119	177	0.00184677
page291	162	0.00184575
page254	189	0.0018457
page68	180	0.0018452
page268	5	0.00184508
page131	16	0.00184422
page213	24	0.00184396
page211	56	0.00184285
page378	67	0.00184102
page253	192	0.00184008
page239	215	0.00184007
page29	27	0.00183989
page100	11	0.00183859
page311	184	0.00183805
page245	156	0.00183757
page480	154	0.00183729
page457	136	0.00183593
page84	93	0.00183581
page108	121	0.00183354
page209	195	0.00183328
page425	92	0.00183228
page95	97	0.00183215
page435	60	0.00182925
page483	163	0.00182865
page426	83	0.00182438
page375	113	0.00182415
page340	113	0.00182381
page485	175	0.00182362
page138	180	0.0018224
page59	22	0.00182227
page224	111	0.00182161
page223	51	0.00182064
page434	17	0.00181919
page333	142	0.00181694
page337	180	0.0018155
page307	11	0.00181511
page454	99	0.00181372
page415	51	0.00180989
page241	198	0.00180432
page282	55	0.00180246
page466	160	0.00180168
page258	78	0.00179968
page39	40	0.00179946
page335	120	0.00179822
page249	43	0.00179812
page299	86	0.00179703
page73	198	0.00179631
page19	57	0.00179527
page70	88	0.00179514
page46	60	0.00179399
page324	12	0.0017938
page193	80	0.00179128
page52	76	0.00179002
page17	111	0.00178717
page217	3	0.0017861
page31	224	0.00178491
page4	71	0.00178411
page98	100	0.00178278
page463	31	0.00178218
page186	116	0.00178193
page477	165	0.00178188
page50	226	0.00178176
page338	218	0.00178105
page459	154	0.00177784
page330	176	0.00177714
page45	196	0.00177411
page16	56	0.00177365
page421	92	0.0017722
page54	151	0.00176935
page51	139	0.00176625
page228	62	0.00176568
page381	15	0.00176566
page44	101	0.00176516
page479	5	0.00176488
page402	72	0.00176464
page145	137	0.00176451
page385	26	0.001761
page373	57	0.00175653
page83	86	0.00175551
page370	159	0.00175494
page441	166	0.00175304
page325	105	0.00175291
page18	208	0.00175106
page229	147	0.00174928
page65	200	0.00174877
page166	28	0.00174803
page92	184	0.00174758
page103	163	0.00174396
page161	220	0.00174361
page326	104	0.00174027
page165	113	0.00173868
page448	123	0.00173827
page319	217	0.00173801
page323	74	0.00173494
page20	188	0.0017344
page318	54	0.00173356
page227	27	0.00173113
page90	136	0.00172788
page171	29	0.0017278
page188	134	0.00172476
page170	84	0.00172364
page74	96	0.00172329
page491	120	0.00171994
page431	47	0.00171943
page372	124	0.00171487
page94	220	0.0017139
page78	158	0.00171295
page81	170	0.00171102
page61	168	0.00171097
page62	106	0.00170768
page305	136	0.00170693
page221	188	0.00170478
page343	117	0.00170278
page115	44	0.00169989
page293	32	0.00169287
page47	71	0.00169006
page60	38	0.00168854
page351	105	0.00168455
page246	130	0.00167994
page321	210	0.00167858
page413	218	0.00167274
page144	3	0.00166823
page300	73	0.00166541
page345	188	0.00166144
page14	164	0.00165525
page317	52	0.00164912
page117	89	0.00163993
page449	71	0.00163813
page482	1	0.00163337
page71	165	0.00163081
page104	22	0.00162776
page139	42	0.0016232
page342	131	0.00161861
page289	84	0.00161473
page447	192	0.00160966
page287	162	0.00160769
page262	95	0.00159833
page158	205	0.00159136
page322	162	0.0015852
page13	106	0.00158055
page201	16	0.00156899
page467	158	0.00156375
page132	104	0.00156201
page481	172	0.00153307
page113	223	0.00151399
page40	221	0.00151184
page276	177	0.00144822
page35	44	0.00143383
