page371	22	0.00295122
page455	222	0.00287662
page148	219	0.0028016
page125	87	0.00244948
page432	186	0.00241739
page359	99	0.00240895
page205	44	0.0023744
page423	122	0.00234427
page354	118	0.00233014
page34	58	0.00230242
page121	175	0.0022833
page451	118	0.00227584
page191	196	0.00227491
page361	16	0.00227167
page484	71	0.00226816
page226	25	0.00226055
page140	169	0.00226027
page206	33	0.0022457
page176	40	0.00223893
page22	113	0.00223216
page442	214	0.00223065
page392	38	0.00223055
page190	7	0.00222781
page316	192	0.00222712
page352	143	0.00222512
page142	153	0.00222356
page97	63	0.00220914
page267	214	0.00220778
page298	45	0.00220701
page418	198	0.00219846
page105	27	0.002198
page272	228	0.00218575
page404	135	0.00218401
page120	63	0.0021794
page77	91	0.00216442
page195	195	0.00216432
page7	8	0.00216287
page497	147	0.00216157
page251	148	0.00215763
page197	8	0.00215723
page383	57	0.00215605
page390	42	0.00215568
page493	218	0.00215335
page207	103	0.00214897
page462	193	0.0021478
page151	118	0.00214383
page89	153	0.00214233
page11	0	0.00214194
page403	231	0.00214117
page215	190	0.00214057
page360	144	0.00213476
page247	211	0.0021341
page315	67	0.00213213
page312	148	0.00213177
page405	139	0.00213122
page28	27	0.00213008
page238	64	0.00212816
page143	211	0.00212652
page303	112	0.00212645
page110	70	0.00212454
page327	213	0.00212446
page185	228	0.00212431
page279	166	0.00212243
page66	85	0.00212066
page331	181	0.00212018
page292	171	0.00211984
page0	155	0.00211807
page494	84	0.00211666
page286	54	0.00211576
page499	209	0.00211489
page444	122	0.00211376
page362	133	0.00211252
page393	100	0.0021103
page234	200	0.00210952
page80	166	0.00210926
page368	191	0.00210755
page179	73	0.00210596
page453	64	0.00210567
page237	75	0.00210359
page486	152	0.00210158
page72	58	0.00210133
page470	155	0.00209967
page263	30	0.00209907
page344	66	0.00209774
page87	119	0.00209766
page439	208	0.00209698
page436	128	0.00209553
page409	134	0.00209498
page149	160	0.00209496
page183	129	0.00209267
page114	215	0.00209045
page232	118	0.00208864
page495	199	0.00208025
page450	145	0.00207998
page309	77	0.00207958
page419	84	0.00207848
page498	129	0.00207715
page460	47	0.00207614
page269	83	0.0020747
page424	116	0.00207052
page468	76	0.0020695
page124	166	0.00206746
page67	101	0.00206717
page387	56	0.00206673
page412	170	0.0020661
page244	212	0.00206596
page220	148	0.00206556
page32	171	0.00206529
page23	135	0.00206526
page469	195	0.00206457
page260	153	0.00206186
page187	40	0.00206166
page376	100	0.00206117
page135	174	0.00206024
page112	117	0.00206014
